online_order,book_table,location,rest_type,cuisines,listed_in(type),listed_in(city)
0,0,6,42,1589,3,4
1,0,6,29,1310,3,4
1,0,6,42,772,3,4
0,0,6,0,551,3,4
1,0,6,18,781,3,4
1,0,6,42,782,3,4
1,0,6,22,544,3,4
1,0,6,67,1844,3,4
1,0,6,6,529,3,4
1,0,6,3,551,3,4
0,0,6,63,894,3,4
1,0,6,42,551,3,4
0,0,6,40,551,3,4
1,0,6,3,551,3,4
1,0,6,0,551,3,4
0,0,6,6,564,3,4
1,0,6,42,772,3,4
0,0,6,16,772,3,4
1,0,6,42,1589,3,4
0,0,6,42,1589,3,4
0,0,6,0,551,3,4
0,0,6,45,562,3,4
0,0,6,42,1743,3,4
1,0,6,54,1589,3,4
0,0,6,3,551,3,4
1,0,6,42,1589,3,4
1,0,6,24,1168,3,4
1,0,6,51,1743,3,4
0,0,6,4,561,3,4
0,0,6,54,790,3,4
0,0,6,41,551,3,4
0,0,6,2,517,3,4
1,0,6,0,551,3,4
1,0,6,3,521,3,4
0,0,6,6,551,3,4
0,0,6,67,1661,3,4
0,0,6,16,790,3,4
0,0,6,41,551,3,4
0,0,6,0,551,3,4
0,0,6,0,511,3,4
1,0,6,40,456,3,4
1,0,6,0,511,3,4
1,0,77,24,652,3,4
0,0,77,67,1847,3,4
1,0,77,0,555,3,4
0,0,77,42,1589,3,4
1,0,77,42,1589,3,4
1,0,77,42,1569,3,4
1,0,77,0,551,3,4
1,0,56,22,684,3,4
1,0,77,41,511,3,4
1,0,56,42,1589,3,4
1,0,77,0,551,3,4
1,0,77,0,551,3,4
0,0,77,42,551,3,4
1,0,77,16,781,3,4
1,0,77,42,1569,3,4
1,0,77,6,561,3,4
0,0,56,3,551,3,4
1,0,77,0,551,3,4
0,0,77,42,1589,3,4
1,0,77,0,551,3,4
0,0,77,16,846,3,4
0,0,77,18,793,3,4
0,0,22,69,551,3,4
0,0,77,42,1589,3,4
0,0,0,42,1589,3,4
0,0,77,0,511,3,4
0,0,77,42,1569,3,4
0,0,77,0,511,3,4
0,0,77,22,1174,3,4
0,0,56,42,1569,3,4
1,0,77,0,551,3,4
1,0,56,0,551,3,4
0,0,77,45,1569,3,4
0,1,6,29,447,4,4
0,1,6,29,1563,4,4
1,1,6,10,1870,4,4
1,1,6,29,1749,4,4
1,0,6,29,1848,4,4
1,0,6,35,122,4,4
1,1,6,10,40,4,4
1,1,6,10,1263,4,4
1,0,6,29,975,4,4
1,1,6,29,770,4,4
0,0,6,29,1870,4,4
0,1,6,29,422,4,4
1,0,6,29,1870,4,4
1,0,6,29,1870,4,4
1,0,6,16,790,4,4
0,0,6,29,1447,4,4
0,0,6,29,1870,4,4
1,0,6,29,265,4,4
1,0,6,29,1441,4,4
1,1,6,8,1001,4,4
1,0,6,29,1828,4,4
1,0,6,29,1462,4,4
0,1,6,56,1837,4,4
0,0,6,29,1870,4,4
1,0,6,68,1847,4,4
0,0,6,28,187,4,4
0,0,6,29,1730,4,4
1,0,6,29,171,4,4
1,0,6,22,1188,4,4
1,0,6,29,393,4,4
1,0,6,29,1767,4,4
1,0,6,29,484,4,4
1,0,6,29,632,4,4
1,0,6,29,1310,4,4
1,1,6,29,1320,4,4
1,0,6,29,215,4,4
1,0,6,29,464,4,4
0,1,6,10,1756,4,4
0,1,6,38,1447,4,4
1,1,6,29,385,4,4
1,0,6,22,544,4,4
1,0,6,29,1447,4,4
1,0,6,29,275,4,4
0,0,6,63,894,4,4
1,0,6,59,990,4,4
0,0,6,59,1011,4,4
1,0,6,29,935,4,4
1,0,6,54,790,4,4
0,0,6,66,157,4,4
1,0,6,29,907,4,4
0,0,6,59,218,4,4
1,0,6,29,215,4,4
1,0,6,29,935,4,4
1,0,6,29,298,4,4
0,0,6,29,377,4,4
0,0,6,22,1109,4,4
1,0,6,66,1870,4,4
1,0,6,20,818,4,4
1,0,6,29,935,4,4
1,0,6,29,171,4,4
0,0,6,25,1164,4,4
0,0,6,29,935,4,4
0,0,6,65,1447,4,4
0,0,6,59,1886,4,4
0,0,6,22,1109,4,4
1,0,6,29,935,4,4
1,0,6,63,1886,4,4
1,0,6,17,1181,4,4
0,0,6,29,203,4,4
1,0,6,29,932,4,4
1,0,6,22,1174,4,4
0,0,6,29,1353,4,4
1,0,6,22,1163,4,4
0,0,6,29,188,4,4
1,0,6,29,1870,4,4
1,0,6,29,971,4,4
1,0,6,29,182,4,4
1,0,6,10,216,4,4
1,0,6,29,1447,4,4
1,0,6,29,1340,4,4
0,0,6,29,941,4,4
1,0,6,29,1227,4,4
1,0,6,29,453,4,4
1,0,6,66,1447,4,4
1,0,6,54,1102,4,4
0,0,6,22,1109,4,4
0,0,6,22,1174,4,4
0,0,6,2,517,4,4
0,0,6,29,1870,4,4
1,0,6,63,174,4,4
1,0,6,29,1622,4,4
1,0,6,29,147,4,4
0,0,6,29,1870,4,4
1,0,6,29,1506,4,4
1,0,6,66,1691,4,4
0,0,6,59,1478,4,4
0,0,6,29,925,4,4
0,0,6,67,1661,4,4
0,0,6,29,479,4,4
0,0,6,29,1481,4,4
1,0,6,29,1461,4,4
0,0,6,29,935,4,4
0,0,6,29,1001,4,4
0,0,6,29,1447,4,4
0,0,6,22,1174,4,4
0,0,6,54,1685,4,4
0,0,6,59,1908,4,4
0,0,6,29,950,4,4
0,0,6,22,711,4,4
0,0,6,29,1681,4,4
0,0,6,33,1701,4,4
1,0,6,29,1870,4,4
0,0,6,29,1447,4,4
1,0,6,29,917,4,4
1,0,6,29,1447,4,4
1,0,6,29,868,4,4
1,1,6,22,1040,4,4
1,0,6,29,1870,4,4
1,0,6,29,868,4,4
0,0,6,29,1463,4,4
1,0,6,66,1447,4,4
1,0,6,66,1870,4,4
1,0,6,66,1461,4,4
1,0,6,66,1369,4,4
1,0,6,66,1447,4,4
1,0,6,66,868,4,4
1,0,6,66,1877,4,4
1,0,6,66,1870,4,4
1,0,6,66,1870,4,4
1,0,6,66,961,4,4
1,0,6,66,1292,4,4
1,0,6,66,1461,4,4
1,0,6,67,1844,4,4
0,0,6,52,1077,4,4
1,0,6,3,551,4,4
1,0,6,6,529,4,4
1,0,6,66,1870,4,4
1,0,6,66,1447,4,4
1,0,6,66,1795,4,4
1,0,6,66,1461,4,4
1,0,6,66,1077,4,4
1,0,6,66,1589,4,4
1,0,6,66,868,4,4
1,0,6,66,888,4,4
1,0,6,66,932,4,4
1,0,6,51,1687,4,4
0,0,6,51,1870,4,4
1,0,6,66,1870,4,4
0,0,6,51,1685,4,4
1,0,6,66,1694,4,4
1,0,6,66,1622,4,4
1,0,6,66,1640,4,4
1,0,6,66,941,4,4
0,0,6,51,1840,4,4
1,0,6,66,1006,4,4
0,0,6,51,1492,4,4
1,0,6,66,1077,4,4
1,0,6,66,1913,4,4
1,0,6,66,1870,4,4
1,0,6,66,1870,4,4
0,0,6,6,564,4,4
0,0,6,66,157,4,4
1,0,6,66,935,4,4
1,0,6,66,989,4,4
0,0,6,66,1886,4,4
1,0,6,66,975,4,4
0,0,6,0,551,4,4
1,0,6,66,1462,4,4
0,0,6,51,668,4,4
1,0,6,66,215,4,4
1,0,6,66,219,4,4
1,0,6,66,1734,4,4
0,0,6,66,1913,4,4
0,0,6,51,1227,4,4
1,0,6,66,1908,4,4
0,0,6,66,1001,4,4
0,0,6,66,1685,4,4
1,0,6,66,1870,4,4
1,0,6,66,1870,4,4
1,0,6,66,1447,4,4
1,0,6,66,790,4,4
0,0,6,66,1622,4,4
0,0,6,66,1634,4,4
1,0,6,66,1870,4,4
0,0,6,66,886,4,4
1,0,6,66,1300,4,4
1,0,6,66,1681,4,4
1,0,6,66,1447,4,4
0,0,6,66,935,4,4
0,0,6,52,1657,4,4
0,0,6,66,1447,4,4
0,0,6,52,1913,4,4
0,0,6,51,1908,4,4
0,0,6,51,1870,4,4
0,0,6,51,1908,4,4
0,0,6,51,1227,4,4
1,0,6,66,1870,4,4
1,0,6,66,1886,4,4
1,0,6,66,886,4,4
1,0,6,66,935,4,4
0,0,6,51,1011,4,4
0,0,6,66,1908,4,4
0,0,6,51,1566,4,4
0,0,6,51,935,4,4
0,0,6,66,1227,4,4
0,0,6,52,1622,4,4
0,0,6,66,1870,4,4
0,0,6,66,1011,4,4
0,0,6,66,1795,4,4
0,0,6,66,1870,4,4
0,0,6,66,1870,4,4
1,0,6,66,1622,4,4
0,0,6,66,1908,4,4
0,0,6,66,953,4,4
0,0,6,52,1492,4,4
0,0,6,66,1870,4,4
0,0,6,52,1685,4,4
0,0,6,66,1622,4,4
0,0,6,66,1908,4,4
0,0,6,66,862,4,4
0,0,6,66,1462,4,4
0,0,6,66,1908,4,4
0,0,6,66,1694,4,4
0,0,6,66,1447,4,4
0,0,6,66,1622,4,4
0,0,6,66,1447,4,4
0,0,6,66,868,4,4
0,0,6,51,606,4,4
0,0,6,66,1870,4,4
0,0,6,51,1622,4,4
0,0,6,66,1886,4,4
0,0,6,66,1879,4,4
0,0,6,66,790,4,4
0,0,6,51,1795,4,4
0,0,6,66,868,4,4
0,0,6,66,1622,4,4
1,0,6,66,1870,4,4
0,0,6,66,1886,4,4
0,0,6,51,1870,4,4
0,0,6,52,1461,4,4
0,0,6,66,868,4,4
1,0,6,66,1870,4,4
1,0,6,66,364,4,4
1,0,6,66,1870,4,4
1,0,6,66,1447,4,4
0,0,6,66,868,4,4
1,0,6,66,918,4,4
1,0,6,66,1447,4,4
1,0,6,66,1847,4,4
0,0,6,66,1908,4,4
1,0,6,66,1870,4,4
1,0,6,66,937,4,4
0,1,56,10,498,4,4
1,1,77,61,1523,4,4
1,1,77,62,1544,4,4
1,1,77,10,410,4,4
1,0,77,10,101,4,4
0,1,77,65,1542,4,4
0,1,56,29,1763,4,4
1,1,56,10,1771,4,4
0,1,77,34,1528,4,4
0,1,77,29,498,4,4
0,1,77,62,1544,4,4
1,1,77,29,371,4,4
0,0,56,29,150,4,4
0,1,77,10,401,4,4
1,1,77,29,1808,4,4
0,0,77,29,614,4,4
1,1,77,29,1767,4,4
1,1,77,65,1268,4,4
0,1,56,48,1759,4,4
0,1,77,48,1106,4,4
0,1,56,48,1539,4,4
1,0,77,22,1025,4,4
1,1,77,29,1825,4,4
1,0,77,29,1889,4,4
1,0,77,22,1194,4,4
1,0,77,29,1877,4,4
0,0,77,66,1564,4,4
1,0,77,29,1481,4,4
1,0,77,29,268,4,4
1,1,77,35,23,4,4
1,1,77,29,162,4,4
1,1,77,29,1870,4,4
1,0,77,29,1006,4,4
0,1,77,29,1447,4,4
1,0,77,29,1447,4,4
1,0,56,29,935,4,4
1,0,77,29,1482,4,4
1,0,77,66,1390,4,4
1,0,77,66,1323,4,4
1,0,56,29,1870,4,4
0,0,77,29,157,4,4
1,0,77,66,1677,4,4
1,0,77,66,1001,4,4
0,0,56,29,1447,4,4
0,0,77,66,1671,4,4
1,0,77,66,818,4,4
0,0,77,29,1447,4,4
1,0,77,29,1461,4,4
1,0,77,54,1918,4,4
1,1,77,66,1011,4,4
1,0,56,22,684,4,4
1,0,77,22,1180,4,4
0,0,56,8,1698,4,4
0,0,77,42,1589,4,4
1,0,77,29,200,4,4
1,0,77,29,175,4,4
1,0,77,66,1001,4,4
1,0,77,29,999,4,4
1,0,77,29,200,4,4
1,0,77,66,1322,4,4
1,0,77,66,868,4,4
0,1,56,56,1612,4,4
0,0,77,66,1671,4,4
0,0,56,51,313,4,4
0,0,77,29,1275,4,4
1,0,77,66,1419,4,4
1,0,77,66,303,4,4
1,0,77,66,1671,4,4
1,0,77,66,1452,4,4
0,0,77,66,1908,4,4
0,0,56,59,218,4,4
1,0,77,66,182,4,4
0,1,77,29,1870,4,4
1,0,56,51,790,4,4
0,0,77,66,868,4,4
0,1,77,56,91,4,4
1,0,56,29,1390,4,4
1,0,56,66,1870,4,4
1,0,77,66,1908,4,4
1,0,77,66,989,4,4
0,0,56,66,868,4,4
0,0,56,52,219,4,4
0,0,77,22,1174,4,4
0,0,77,29,203,4,4
1,0,77,29,1447,4,4
1,0,77,63,1870,4,4
1,0,77,66,1436,4,4
0,0,77,16,846,4,4
1,0,56,29,1461,4,4
1,0,77,29,1886,4,4
1,0,77,66,868,4,4
1,0,77,66,1908,4,4
0,0,77,66,15,4,4
0,0,77,66,1870,4,4
0,0,77,66,868,4,4
1,0,77,66,1885,4,4
1,0,56,51,1870,4,4
1,0,77,66,1767,4,4
1,0,77,66,1909,4,4
0,0,77,66,1447,4,4
0,0,77,66,1447,4,4
1,0,77,66,1447,4,4
1,0,77,66,1694,4,4
1,0,77,66,1305,4,4
1,0,56,66,1685,4,4
1,0,56,51,1568,4,4
1,0,77,66,935,4,4
0,0,77,66,1870,4,4
0,0,77,29,951,4,4
0,0,77,66,1478,4,4
0,0,22,66,1870,4,4
0,0,77,66,1447,4,4
0,0,77,66,953,4,4
1,0,77,66,1447,4,4
1,0,77,66,935,4,4
0,0,77,66,182,4,4
0,0,77,66,868,4,4
0,0,56,66,1908,4,4
0,0,56,66,1447,4,4
1,0,56,66,1447,4,4
1,0,77,66,964,4,4
0,0,77,66,1908,4,4
1,0,56,66,1436,4,4
1,0,77,66,935,4,4
1,0,77,29,935,4,4
1,0,77,66,219,4,4
0,0,77,29,215,4,4
1,0,56,51,1870,4,4
0,0,77,66,1665,4,4
1,0,77,29,1828,4,4
0,0,77,66,1866,4,4
0,0,77,45,1569,4,4
1,0,77,66,1908,4,4
0,0,77,29,737,4,4
1,1,77,65,1268,5,4
0,1,6,10,1756,5,4
1,1,6,10,1263,5,4
1,1,6,29,1749,5,4
1,0,6,35,122,5,4
1,1,6,8,1001,5,4
0,1,6,56,1837,5,4
0,1,6,38,1447,5,4
0,0,6,65,1447,5,4
0,0,6,33,1701,5,4
1,1,77,61,1523,5,4
1,1,77,62,1544,5,4
1,0,77,10,101,5,4
0,1,77,65,1542,5,4
1,1,56,10,1771,5,4
0,1,77,65,1542,5,4
1,1,56,10,1771,5,4
1,1,77,35,23,5,4
0,0,56,8,1698,5,4
0,1,56,56,1612,5,4
0,1,6,10,1756,6,4
1,1,6,10,1263,6,4
0,1,77,62,1544,6,4
1,0,6,35,122,6,4
1,1,6,10,40,6,4
1,1,6,8,1001,6,4
1,1,6,10,1870,6,4
0,0,6,65,1447,6,4
1,0,6,10,216,6,4
0,1,56,10,498,6,4
1,1,77,62,1544,6,4
1,1,77,10,410,6,4
1,0,77,10,101,6,4
0,1,77,65,1542,6,4
1,1,56,10,1771,6,4
1,1,56,10,1771,6,4
0,1,77,10,401,6,4
1,1,77,35,23,6,4
0,0,56,8,1698,6,4
1,1,52,29,1886,0,5
1,1,72,29,1436,0,5
1,0,8,29,443,0,5
1,1,8,29,1720,0,5
0,0,8,29,1563,0,5
0,1,8,29,1449,0,5
0,0,8,29,1275,0,5
0,1,72,29,1620,0,5
0,1,51,48,1544,0,5
1,1,52,29,1107,0,5
0,0,52,48,1916,0,5
1,1,12,10,626,0,5
0,1,84,48,117,0,5
1,1,12,10,1419,0,5
1,1,51,29,1877,0,5
0,1,84,29,497,0,5
0,1,72,48,1232,0,5
1,0,12,29,1441,0,5
0,0,52,48,1619,0,5
0,1,52,29,468,0,5
0,0,71,29,1256,0,5
0,1,51,10,1860,0,5
0,0,51,34,508,0,5
0,1,71,48,1621,0,5
0,0,72,48,422,0,5
0,1,72,29,1275,0,5
1,0,72,10,1870,0,5
1,1,79,29,918,0,5
1,1,51,29,1547,0,5
0,1,71,48,1500,0,5
1,1,80,10,1820,0,5
0,0,84,29,1563,0,5
1,0,28,29,1347,0,5
1,1,52,29,1615,0,5
0,1,52,48,1764,0,5
1,0,72,29,414,0,5
0,0,51,10,1268,0,5
0,0,28,29,1447,0,5
0,0,82,29,1740,0,5
0,1,71,29,1870,0,5
0,0,52,29,1268,0,5
0,0,72,23,1127,0,5
0,0,72,8,1507,0,5
0,0,79,29,1243,0,5
0,0,52,29,1447,0,5
0,0,28,29,1321,0,5
0,0,72,29,1908,0,5
0,1,28,29,424,0,5
0,0,72,29,1447,0,5
0,0,72,29,1544,0,5
0,0,72,29,1461,0,5
0,1,15,56,1837,0,5
1,1,15,29,1459,0,5
1,1,15,29,1275,0,5
0,1,67,29,1563,0,5
0,0,15,29,397,0,5
0,1,15,29,1546,0,5
1,1,12,22,61,1,5
1,1,52,22,1025,1,5
0,0,8,22,513,1,5
0,0,8,22,1028,1,5
1,0,8,22,64,1,5
0,0,8,66,1029,1,5
0,0,8,22,1174,1,5
0,0,8,22,1137,1,5
1,0,8,22,1109,1,5
0,0,8,22,1174,1,5
1,0,8,22,1146,1,5
0,0,8,22,1109,1,5
0,0,12,22,725,1,5
1,1,71,23,362,1,5
0,0,82,22,67,1,5
1,1,52,23,79,1,5
0,1,12,22,80,1,5
0,0,12,22,1109,1,5
1,0,51,2,540,1,5
0,1,52,23,1150,1,5
1,0,12,22,66,1,5
0,0,51,2,530,1,5
0,0,84,22,1170,1,5
0,0,71,22,1196,1,5
0,0,12,23,696,1,5
1,1,52,22,1184,1,5
1,0,72,22,475,1,5
1,0,84,22,648,1,5
0,0,52,24,1165,1,5
1,0,12,22,65,1,5
1,0,84,23,83,1,5
1,0,28,22,1035,1,5
0,1,79,22,1190,1,5
1,0,72,22,1109,1,5
1,0,28,23,1037,1,5
0,0,52,22,1164,1,5
0,0,84,22,1131,1,5
1,0,52,2,533,1,5
0,0,84,23,1199,1,5
1,0,80,22,1109,1,5
0,1,51,2,535,1,5
0,0,14,24,1164,1,5
1,0,71,45,704,1,5
0,0,51,28,1185,1,5
0,0,72,22,1109,1,5
1,0,12,17,1206,1,5
1,0,84,22,1036,1,5
0,0,52,20,714,1,5
1,0,71,22,712,1,5
0,1,52,22,1146,1,5
0,0,79,22,1109,1,5
0,1,84,22,1177,1,5
0,0,72,23,1127,1,5
0,0,12,22,1174,1,5
0,0,52,22,1109,1,5
0,0,82,22,1110,1,5
0,0,84,22,1159,1,5
0,0,12,9,1132,1,5
1,0,79,22,1039,1,5
0,0,80,22,1109,1,5
1,0,80,2,533,1,5
1,0,14,22,1109,1,5
0,0,79,22,1174,1,5
0,0,52,28,1174,1,5
0,0,71,22,1204,1,5
0,0,52,22,1109,1,5
0,0,71,22,1109,1,5
0,0,84,22,1165,1,5
0,0,51,66,1201,1,5
0,0,79,22,76,1,5
1,0,52,22,1109,1,5
1,0,52,23,1112,1,5
0,0,72,22,1133,1,5
1,1,15,27,1154,1,5
1,0,15,24,1164,1,5
0,0,87,24,703,1,5
1,1,15,23,1135,1,5
1,0,15,22,1025,1,5
1,0,15,22,1015,1,5
0,0,15,22,1109,1,5
1,0,21,41,1176,1,5
0,0,13,22,1109,1,5
0,0,67,22,1171,1,5
1,1,12,66,967,2,5
1,0,72,66,296,2,5
1,0,16,66,989,2,5
1,0,27,66,868,2,5
1,0,82,66,281,2,5
1,0,72,40,59,2,5
1,0,48,16,798,2,5
1,0,27,66,668,2,5
1,0,63,29,171,2,5
1,0,84,66,1447,2,5
1,0,8,66,1478,2,5
1,0,8,45,1072,2,5
1,0,27,66,1685,2,5
1,0,84,66,1461,2,5
1,0,20,66,1665,2,5
1,0,71,41,1669,2,5
1,0,84,22,1036,2,5
1,0,18,66,1447,2,5
1,0,16,40,551,2,5
1,0,71,66,868,2,5
1,0,12,22,66,2,5
1,0,79,29,1447,2,5
1,0,27,40,1760,2,5
1,0,87,40,868,2,5
1,0,71,42,1589,2,5
1,0,27,20,818,2,5
1,0,20,29,1441,2,5
1,0,87,41,1870,2,5
1,0,84,66,219,2,5
1,0,87,66,1447,2,5
1,0,79,29,1681,2,5
1,0,33,66,1870,2,5
1,0,72,66,1011,2,5
1,0,27,29,14,2,5
1,0,15,66,1077,2,5
1,0,8,29,1406,2,5
1,0,52,67,1847,2,5
1,0,87,40,1892,2,5
1,0,64,66,288,2,5
1,0,67,45,774,2,5
1,0,8,42,1569,2,5
1,1,82,29,989,2,5
1,0,84,66,1372,2,5
1,0,20,29,252,2,5
1,0,87,40,961,2,5
1,1,20,29,257,2,5
1,0,20,66,1436,2,5
1,0,16,40,979,2,5
1,1,82,66,900,2,5
1,0,84,66,1886,2,5
1,1,27,29,939,2,5
1,0,51,16,790,2,5
1,0,27,66,1662,2,5
1,0,16,40,1014,2,5
1,0,84,29,980,2,5
1,0,16,40,511,2,5
1,0,84,66,1390,2,5
1,1,51,32,1873,2,5
1,0,51,29,1571,2,5
1,1,27,29,436,2,5
1,0,87,66,868,2,5
1,1,52,22,1025,2,5
1,0,72,29,1647,2,5
1,0,87,41,974,2,5
1,0,12,17,1206,2,5
1,0,84,66,1908,2,5
1,0,72,42,772,2,5
1,0,27,40,821,2,5
1,0,8,51,772,2,5
1,0,84,29,975,2,5
1,0,27,40,868,2,5
1,1,15,27,1154,2,5
1,0,51,66,1687,2,5
1,0,12,66,964,2,5
1,0,51,2,540,2,5
1,0,79,29,1483,2,5
1,0,79,29,1870,2,5
1,0,27,29,1825,2,5
1,1,52,29,38,2,5
1,0,8,52,1419,2,5
1,0,27,40,844,2,5
1,0,27,18,781,2,5
1,0,14,29,1852,2,5
1,0,12,66,660,2,5
1,0,8,51,1816,2,5
1,0,67,29,1461,2,5
1,0,82,66,954,2,5
1,0,72,66,278,2,5
1,1,8,10,1528,2,5
1,0,27,29,911,2,5
1,0,20,66,1767,2,5
1,0,71,29,1731,2,5
1,1,15,29,1768,2,5
1,0,52,66,1908,2,5
1,1,27,66,280,2,5
1,0,8,52,847,2,5
1,0,82,42,1589,2,5
1,0,20,29,1431,2,5
1,0,20,66,1860,2,5
1,0,52,23,1112,2,5
1,1,27,29,339,2,5
1,0,20,66,1673,2,5
1,0,20,0,511,2,5
1,0,20,66,1908,2,5
1,0,91,66,1870,2,5
1,0,84,0,551,2,5
1,1,15,29,173,2,5
1,0,27,40,1870,2,5
1,0,8,67,1847,2,5
1,0,20,29,1436,2,5
1,0,84,16,834,2,5
1,0,84,2,519,2,5
1,0,20,41,71,2,5
1,0,84,22,648,2,5
1,1,8,29,1860,2,5
1,0,20,42,1589,2,5
1,0,52,69,1737,2,5
1,0,8,29,1832,2,5
1,0,55,39,1569,2,5
1,0,71,45,704,2,5
1,0,8,54,1870,2,5
1,0,8,66,1478,2,5
1,0,72,42,1569,2,5
1,0,82,29,1461,2,5
1,0,84,66,1447,2,5
1,0,84,29,1227,2,5
1,0,27,18,827,2,5
1,0,27,66,613,2,5
1,0,79,66,1673,2,5
1,0,14,20,800,2,5
1,0,52,66,1681,2,5
1,0,27,24,1164,2,5
1,0,14,29,868,2,5
1,0,48,66,1421,2,5
1,1,51,49,441,2,5
1,0,91,66,1077,2,5
1,0,8,29,1916,2,5
1,0,27,40,1560,2,5
1,0,91,66,1405,2,5
1,0,8,66,1900,2,5
1,0,79,66,1908,2,5
1,0,4,22,1109,2,5
1,0,84,66,935,2,5
1,0,8,66,1011,2,5
1,0,12,56,100,2,5
1,0,8,51,521,2,5
1,0,20,29,1870,2,5
1,0,84,66,219,2,5
1,0,27,66,587,2,5
1,0,27,42,1569,2,5
1,0,16,41,628,2,5
1,0,8,66,129,2,5
1,0,87,22,1140,2,5
1,0,84,16,826,2,5
1,0,27,20,817,2,5
1,0,48,40,551,2,5
1,1,71,23,362,2,5
1,0,27,66,1461,2,5
1,0,87,40,821,2,5
1,0,8,42,1589,2,5
1,0,27,42,1569,2,5
1,0,79,16,772,2,5
1,0,48,40,1824,2,5
1,0,82,29,105,2,5
1,0,71,66,982,2,5
1,0,15,42,561,2,5
1,0,16,66,886,2,5
1,0,15,24,1164,2,5
1,0,78,68,1847,2,5
1,0,84,66,1908,2,5
1,0,27,67,1847,2,5
1,1,8,10,1602,2,5
1,0,27,28,16,2,5
1,0,12,56,1503,2,5
1,0,79,66,1622,2,5
1,0,79,6,547,2,5
1,0,84,66,855,2,5
1,0,87,69,1694,2,5
1,0,20,29,998,2,5
1,0,12,42,1589,2,5
1,0,72,29,1481,2,5
1,0,82,29,1317,2,5
1,0,20,66,1913,2,5
1,0,27,40,1908,2,5
1,0,52,29,564,2,5
1,0,27,23,85,2,5
1,0,91,29,309,2,5
1,0,12,22,65,2,5
1,0,20,29,328,2,5
1,1,15,23,1135,2,5
1,0,84,66,1913,2,5
1,0,27,42,1569,2,5
1,0,87,67,1844,2,5
1,0,51,3,554,2,5
1,0,12,29,1860,2,5
1,0,12,29,1750,2,5
1,0,27,68,1841,2,5
1,0,14,68,1659,2,5
1,0,27,66,1889,2,5
1,0,8,42,511,2,5
1,0,8,22,1174,2,5
1,0,80,66,1382,2,5
1,0,8,29,1497,2,5
1,0,84,29,1323,2,5
1,0,71,66,1784,2,5
1,0,80,16,834,2,5
1,0,8,29,1795,2,5
1,1,84,10,1708,2,5
1,0,8,66,1077,2,5
1,0,82,66,1889,2,5
1,0,79,16,790,2,5
1,0,27,0,551,2,5
1,1,82,10,432,2,5
0,1,8,10,1560,2,5
1,0,14,66,868,2,5
1,1,51,29,1769,2,5
1,0,27,40,1492,2,5
1,0,27,29,216,2,5
1,0,51,54,1767,2,5
1,0,15,22,1025,2,5
1,0,20,42,1589,2,5
1,0,20,42,1569,2,5
1,1,52,22,1184,2,5
1,0,51,42,1569,2,5
1,0,8,66,1622,2,5
1,1,8,38,1048,2,5
0,0,8,0,511,2,5
1,0,72,40,1870,2,5
1,0,84,66,1105,2,5
1,0,20,20,790,2,5
1,0,84,29,1832,2,5
1,0,84,66,374,2,5
1,0,80,66,1908,2,5
1,1,12,10,120,2,5
1,0,27,40,764,2,5
1,0,27,22,78,2,5
1,0,20,66,1670,2,5
1,0,8,6,561,2,5
1,0,84,40,868,2,5
1,1,51,29,1877,2,5
1,0,20,41,772,2,5
1,0,8,29,107,2,5
1,0,20,66,1691,2,5
1,0,72,66,332,2,5
1,0,87,29,1870,2,5
1,0,72,22,475,2,5
1,0,27,29,935,2,5
1,0,51,66,1888,2,5
1,0,84,0,551,2,5
1,0,87,66,1327,2,5
1,0,16,40,1767,2,5
1,0,20,41,1452,2,5
1,0,67,29,1567,2,5
1,0,52,42,1569,2,5
1,0,8,16,781,2,5
1,0,71,66,1478,2,5
1,0,84,66,790,2,5
1,0,37,3,556,2,5
1,0,27,2,533,2,5
1,0,91,29,1447,2,5
1,0,16,40,1729,2,5
1,0,20,66,1900,2,5
1,0,27,22,1140,2,5
1,0,45,66,1834,2,5
1,0,20,29,1380,2,5
1,0,20,42,772,2,5
1,0,51,10,1868,2,5
1,0,52,22,1109,2,5
1,0,20,22,1174,2,5
1,0,80,2,533,2,5
1,0,87,22,1190,2,5
1,0,20,29,325,2,5
1,0,84,66,1447,2,5
1,0,91,66,1077,2,5
1,0,15,16,834,2,5
1,0,8,66,1461,2,5
1,0,12,66,790,2,5
1,0,12,42,1569,2,5
1,0,27,66,818,2,5
1,0,12,66,975,2,5
1,0,79,66,1870,2,5
1,0,79,29,1692,2,5
1,0,8,15,1228,2,5
1,0,8,66,966,2,5
1,0,48,16,628,2,5
1,0,20,29,1908,2,5
1,0,15,29,1462,2,5
1,0,27,66,1011,2,5
1,1,27,22,697,2,5
1,0,0,66,1886,2,5
1,0,84,29,1217,2,5
1,0,52,29,941,2,5
1,1,12,22,61,2,5
1,1,8,29,583,2,5
1,0,15,42,1572,2,5
1,0,79,22,1039,2,5
1,0,84,29,1461,2,5
1,0,52,66,663,2,5
1,0,8,66,790,2,5
1,1,84,10,136,2,5
1,0,48,66,1422,2,5
1,0,8,66,287,2,5
0,0,14,29,1677,2,5
1,0,80,66,1447,2,5
1,0,27,66,1691,2,5
1,0,12,29,1296,2,5
1,1,72,29,1585,2,5
1,0,79,29,1447,2,5
1,0,15,29,1481,2,5
1,0,52,39,1569,2,5
1,0,8,29,443,2,5
1,0,27,29,1432,2,5
1,0,87,29,1459,2,5
1,0,51,66,1589,2,5
0,0,8,22,1028,2,5
